year,station_no,station_name,josha_num,ward_office,meijo,meiko,kamiida,higashiyama,tsurumai,sakuradori,tokaido,chuo,kansai,kintetsu,lines
2013,36,高畑,3862706,1,,,,1,,,,,,,1
2014,36,高畑,3940116,1,,,,1,,,,,,,1
2015,36,高畑,4010207,1,,,,1,,,,,,,1
1991,37,八田,1391919,0,,,,1,,,,,,,1
1992,37,八田,1334057,0,,,,1,,,,,,,1
1993,37,八田,1349612,0,,,,1,,,,,,,1
1994,37,八田,1347014,0,,,,1,,,,,,,1
1995,37,八田,1355119,0,,,,1,,,,,,,1
1996,37,八田,1381793,0,,,,1,,,,,,,1
1997,37,八田,1375300,0,,,,1,,,,,,,1
1998,37,八田,1339239,0,,,,1,,,,,,,1
1999,37,八田,1394943,0,,,,1,,,,,,,1
2000,37,八田,1383644,0,,,,1,,,,,,,1
2001,37,八田,1549185,0,,,,1,,,,,,,1
2002,37,八田,1637911,0,,,,1,,,,,,,1
2003,37,八田,1684191,0,,,,1,,,,,,,1
2004,37,八田,1682701,0,,,,1,,,,,,,1
2005,37,八田,1802011,0,,,,1,,,,,,,1
2006,37,八田,1873707,0,,,,1,,,,,,,1
2007,37,八田,1936946,0,,,,1,,,,,,,1
2008,37,八田,2014019,0,,,,1,,,,,,,1
2009,37,八田,2023949,0,,,,1,,,,,,,1
2010,37,八田,2055307,0,,,,1,,,,,,,1
2011,37,八田,2079277,0,,,,1,,,,,,,1
2012,37,八田,2171170,0,,,,1,,,,,,,1
2013,37,八田,2249130,0,,,,1,,,,,,,1
2014,37,八田,2315007,0,,,,1,,,,,,,1
2015,37,八田,2424425,0,,,,1,,,,,,,1
1991,38,岩塚,2777982,0,,,,1,,,,,,,1
1992,38,岩塚,2686763,0,,,,1,,,,,,,1
1993,38,岩塚,2698089,0,,,,1,,,,,,,1
1994,38,岩塚,2670070,0,,,,1,,,,,,,1
1995,38,岩塚,2558791,0,,,,1,,,,,,,1
1996,38,岩塚,2534579,0,,,,1,,,,,,,1
1997,38,岩塚,2521900,0,,,,1,,,,,,,1
1998,38,岩塚,2486533,0,,,,1,,,,,,,1
1999,38,岩塚,2397333,0,,,,1,,,,,,,1
2000,38,岩塚,2425821,0,,,,1,,,,,,,1
2001,38,岩塚,2510366,0,,,,1,,,,,,,1
2002,38,岩塚,2555039,0,,,,1,,,,,,,1
2003,38,岩塚,2582961,0,,,,1,,,,,,,1
2004,38,岩塚,2546112,0,,,,1,,,,,,,1
2005,38,岩塚,2641655,0,,,,1,,,,,,,1
2006,38,岩塚,2690014,0,,,,1,,,,,,,1
2007,38,岩塚,2788276,0,,,,1,,,,,,,1
2008,38,岩塚,2868625,0,,,,1,,,,,,,1
2009,38,岩塚,2905899,0,,,,1,,,,,,,1
2010,38,岩塚,2870634,0,,,,1,,,,,,,1
2011,38,岩塚,2818925,0,,,,1,,,,,,,1
2012,38,岩塚,2918788,0,,,,1,,,,,,,1
2013,38,岩塚,2991662,0,,,,1,,,,,,,1
2014,38,岩塚,2915694,0,,,,1,,,,,,,1
2015,38,岩塚,3007306,0,,,,1,,,,,,,1
1991,39,中村公園,5147931,0,,,,1,,,,,,,1
1992,39,中村公園,4851304,0,,,,1,,,,,,,1
1993,39,中村公園,4927192,0,,,,1,,,,,,,1
1994,39,中村公園,4552959,0,,,,1,,,,,,,1
1995,39,中村公園,4645099,0,,,,1,,,,,,,1
1996,39,中村公園,4332284,0,,,,1,,,,,,,1
1997,39,中村公園,4183386,0,,,,1,,,,,,,1
1998,39,中村公園,4173562,0,,,,1,,,,,,,1
1999,39,中村公園,4032396,0,,,,1,,,,,,,1
2000,39,中村公園,4022895,0,,,,1,,,,,,,1
2001,39,中村公園,4120097,0,,,,1,,,,,,,1
2002,39,中村公園,4143811,0,,,,1,,,,,,,1
2003,39,中村公園,4451595,0,,,,1,,,,,,,1
2004,39,中村公園,4346996,0,,,,1,,,,,,,1
2005,39,中村公園,4403053,0,,,,1,,,,,,,1
2006,39,中村公園,4439403,0,,,,1,,,,,,,1
2007,39,中村公園,4375528,0,,,,1,,,,,,,1
2008,39,中村公園,4399622,0,,,,1,,,,,,,1
2009,39,中村公園,4171195,0,,,,1,,,,,,,1
2010,39,中村公園,4040532,0,,,,1,,,,,,,1
2011,39,中村公園,3949869,0,,,,1,,,,,,,1
2012,39,中村公園,4059856,0,,,,1,,,,,,,1
2013,39,中村公園,4177136,0,,,,1,,,,,,,1
2014,39,中村公園,4214217,0,,,,1,,,,,,,1
2015,39,中村公園,4355813,0,,,,1,,,,,,,1
1991,40,中村日赤,1463402,0,,,,1,,,,,,,1
1992,40,中村日赤,1438427,0,,,,1,,,,,,,1
1993,40,中村日赤,1550816,0,,,,1,,,,,,,1
1994,40,中村日赤,1369667,0,,,,1,,,,,,,1
1995,40,中村日赤,1528252,0,,,,1,,,,,,,1
1996,40,中村日赤,1368022,0,,,,1,,,,,,,1
1997,40,中村日赤,1304392,0,,,,1,,,,,,,1
1998,40,中村日赤,1343957,0,,,,1,,,,,,,1
1999,40,中村日赤,1265514,0,,,,1,,,,,,,1
2000,40,中村日赤,1361005,0,,,,1,,,,,,,1
2001,40,中村日赤,1407957,0,,,,1,,,,,,,1
2002,40,中村日赤,1573784,0,,,,1,,,,,,,1
2003,40,中村日赤,1590832,0,,,,1,,,,,,,1
2004,40,中村日赤,1461956,0,,,,1,,,,,,,1
2005,40,中村日赤,1446138,0,,,,1,,,,,,,1
2006,40,中村日赤,1425723,0,,,,1,,,,,,,1
2007,40,中村日赤,1400641,0,,,,1,,,,,,,1
2008,40,中村日赤,1419428,0,,,,1,,,,,,,1
2009,40,中村日赤,1520595,0,,,,1,,,,,,,1
2010,40,中村日赤,1465543,0,,,,1,,,,,,,1
2011,40,中村日赤,1541203,0,,,,1,,,,,,,1
2012,40,中村日赤,1589356,0,,,,1,,,,,,,1
2013,40,中村日赤,1632460,0,,,,1,,,,,,,1
2014,40,中村日赤,1635681,0,,,,1,,,,,,,1
2015,40,中村日赤,1689354,0,,,,1,,,,,,,1
1991,41,本陣,2133961,0,,,,1,,,,,,,1
1992,41,本陣,2090175,0,,,,1,,,,,,,1
1993,41,本陣,2212464,0,,,,1,,,,,,,1
1994,41,本陣,2033834,0,,,,1,,,,,,,1
1995,41,本陣,2105387,0,,,,1,,,,,,,1
1996,41,本陣,2061933,0,,,,1,,,,,,,1
1997,41,本陣,2024440,0,,,,1,,,,,,,1
1998,41,本陣,1991822,0,,,,1,,,,,,,1
1999,41,本陣,1956450,0,,,,1,,,,,,,1
2000,41,本陣,1967555,0,,,,1,,,,,,,1
2001,41,本陣,2136584,0,,,,1,,,,,,,1
2002,41,本陣,2193390,0,,,,1,,,,,,,1
2003,41,本陣,2300935,0,,,,1,,,,,,,1
2004,41,本陣,2339062,0,,,,1,,,,,,,1
2005,41,本陣,2400725,0,,,,1,,,,,,,1
2006,41,本陣,2462263,0,,,,1,,,,,,,1
2007,41,本陣,2514113,0,,,,1,,,,,,,1
2008,41,本陣,2563831,0,,,,1,,,,,,,1
2009,41,本陣,2464930,0,,,,1,,,,,,,1
2010,41,本陣,2431883,0,,,,1,,,,,,,1
2011,41,本陣,2468237,0,,,,1,,,,,,,1
2012,41,本陣,2502991,0,,,,1,,,,,,,1
2013,41,本陣,2605891,0,,,,1,,,,,,,1
2014,41,本陣,2707590,0,,,,1,,,,,,,1
2015,41,本陣,2813964,0,,,,1,,,,,,,1
1991,42,亀島,1740469,0,,,,1,,,,,,,1
1992,42,亀島,1628717,0,,,,1,,,,,,,1
1993,42,亀島,1552696,0,,,,1,,,,,,,1
1994,42,亀島,1476903,0,,,,1,,,,,,,1
1995,42,亀島,1465770,0,,,,1,,,,,,,1
1996,42,亀島,1366440,0,,,,1,,,,,,,1
1997,42,亀島,1313946,0,,,,1,,,,,,,1
1998,42,亀島,1309908,0,,,,1,,,,,,,1
1999,42,亀島,1258177,0,,,,1,,,,,,,1
2000,42,亀島,1236150,0,,,,1,,,,,,,1
2001,42,亀島,1432411,0,,,,1,,,,,,,1
2002,42,亀島,1432969,0,,,,1,,,,,,,1
2003,42,亀島,1491300,0,,,,1,,,,,,,1
2004,42,亀島,1388815,0,,,,1,,,,,,,1
2005,42,亀島,1443394,0,,,,1,,,,,,,1
2006,42,亀島,1451923,0,,,,1,,,,,,,1
2007,42,亀島,1451146,0,,,,1,,,,,,,1
2008,42,亀島,1499583,0,,,,1,,,,,,,1
2009,42,亀島,1489928,0,,,,1,,,,,,,1
2010,42,亀島,1453528,0,,,,1,,,,,,,1
2011,42,亀島,1459457,0,,,,1,,,,,,,1
2012,42,亀島,1487739,0,,,,1,,,,,,,1
2013,42,亀島,1543398,0,,,,1,,,,,,,1
2014,42,亀島,1587903,0,,,,1,,,,,,,1
2015,42,亀島,1664260,0,,,,1,,,,,,,1
1991,43,名古屋,46228796,0,,,,1,,,,,,,1
1992,43,名古屋,44593742,0,,,,1,,,,,,,1
1993,43,名古屋,43288634,0,,,,1,,,,,,,1
1994,43,名古屋,41785512,0,,,,1,,,,,,,1
1995,43,名古屋,41986937,0,,,,1,,,,,,,1
1996,43,名古屋,41097772,0,,,,1,,,,,,,1
1997,43,名古屋,39995139,0,,,,1,,,,,,,1
1998,43,名古屋,40916904,0,,,,1,,,,,,,1
1999,43,名古屋,40098996,0,,,,1,,,,,,,1
2000,43,名古屋,40734514,0,,,,1,,,,,,,1
2001,43,名古屋,44638411,0,,,,1,,,,,,,1
2002,43,名古屋,45633230,0,,,,1,,,,,,,1
2003,43,名古屋,43403771,0,,,,1,,,,,,,1
2004,43,名古屋,42377716,0,,,,1,,,,,,,1
2005,43,名古屋,43716434,0,,,,1,,,,,,,1
2006,43,名古屋,42876978,0,,,,1,,,,,,,1
2007,43,名古屋,43817842,0,,,,1,,,,,,,1
2008,43,名古屋,43853866,0,,,,1,,,,,,,1
2009,43,名古屋,42895323,0,,,,1,,,,,,,1
2010,43,名古屋,42836957,0,,,,1,,,,,,,1
2011,43,名古屋,44474340,0,,,,1,,,,,,,1
2012,43,名古屋,45713879,0,,,,1,,,,,,,1
2013,43,名古屋,47130251,0,,,,1,,,,,,,1
2014,43,名古屋,47078038,0,,,,1,,,,,,,1
2015,43,名古屋,48388934,0,,,,1,,,,,,,1
1991,44,伏見,15635082,0,,,,1,,,,,,,1
1992,44,伏見,14511886,0,,,,1,,,,,,,1
1993,44,伏見,13891350,0,,,,1,,,,,,,1
1994,44,伏見,12813897,0,,,,1,,,,,,,1
1995,44,伏見,12834467,0,,,,1,,,,,,,1
1996,44,伏見,12533828,0,,,,1,,,,,,,1
1997,44,伏見,12041967,0,,,,1,,,,,,,1
1998,44,伏見,12088549,0,,,,1,,,,,,,1
1999,44,伏見,11518306,0,,,,1,,,,,,,1
2000,44,伏見,11434407,0,,,,1,,,,,,,1
2001,44,伏見,12603645,0,,,,1,,,,,,,1
2002,44,伏見,12944393,0,,,,1,,,,,,,1
2003,44,伏見,12083834,0,,,,1,,,,,,,1
2004,44,伏見,11029060,0,,,,1,,,,,,,1
2005,44,伏見,10773293,0,,,,1,,,,,,,1
2006,44,伏見,10709355,0,,,,1,,,,,,,1
2007,44,伏見,10748597,0,,,,1,,,,,,,1
2008,44,伏見,10762285,0,,,,1,,,,,,,1
2009,44,伏見,10526943,0,,,,1,,,,,,,1
2010,44,伏見,9959154,0,,,,1,,,,,,,1
2011,44,伏見,10512975,0,,,,1,,,,,,,1
2012,44,伏見,10592217,0,,,,1,,,,,,,1
2013,44,伏見,10907015,0,,,,1,,,,,,,1
2014,44,伏見,11055168,0,,,,1,,,,,,,1
2015,44,伏見,11465843,0,,,,1,,,,,,,1
1991,45,栄,28094649,0,,,,1,,,,,,,1
1992,45,栄,27777204,0,,,,1,,,,,,,1
1993,45,栄,27662439,0,,,,1,,,,,,,1
1994,45,栄,26824594,0,,,,1,,,,,,,1
1995,45,栄,26246154,0,,,,1,,,,,,,1
1996,45,栄,25923284,0,,,,1,,,,,,,1
1997,45,栄,26214909,0,,,,1,,,,,,,1
1998,45,栄,26128770,0,,,,1,,,,,,,1
1999,45,栄,24868226,0,,,,1,,,,,,,1
2000,45,栄,24507855,0,,,,1,,,,,,,1
2001,45,栄,26317812,0,,,,1,,,,,,,1
2002,45,栄,26342064,0,,,,1,,,,,,,1
2003,45,栄,26113786,0,,,,1,,,,,,,1
2004,45,栄,26441941,0,,,,1,,,,,,,1
2005,45,栄,27273150,0,,,,1,,,,,,,1
2006,45,栄,26911307,0,,,,1,,,,,,,1
2007,45,栄,26592919,0,,,,1,,,,,,,1
2008,45,栄,26376104,0,,,,1,,,,,,,1
2009,45,栄,25353470,0,,,,1,,,,,,,1
2010,45,栄,24926371,0,,,,1,,,,,,,1
2011,45,栄,26166615,0,,,,1,,,,,,,1
2012,45,栄,26954742,0,,,,1,,,,,,,1
2013,45,栄,27640412,0,,,,1,,,,,,,1
2014,45,栄,27548207,0,,,,1,,,,,,,1
2015,45,栄,28424910,0,,,,1,,,,,,,1
1991,46,新栄町,6316078,0,,,,1,,,,,,,1
1992,46,新栄町,5973635,0,,,,1,,,,,,,1
1993,46,新栄町,5587373,0,,,,1,,,,,,,1
1994,46,新栄町,5338121,0,,,,1,,,,,,,1
1995,46,新栄町,5197353,0,,,,1,,,,,,,1
1996,46,新栄町,5289271,0,,,,1,,,,,,,1
1997,46,新栄町,4958814,0,,,,1,,,,,,,1
1998,46,新栄町,4810240,0,,,,1,,,,,,,1
1999,46,新栄町,4841354,0,,,,1,,,,,,,1
2000,46,新栄町,4619737,0,,,,1,,,,,,,1
2001,46,新栄町,5156228,0,,,,1,,,,,,,1
2002,46,新栄町,5046156,0,,,,1,,,,,,,1
2003,46,新栄町,4817846,0,,,,1,,,,,,,1
2004,46,新栄町,4507292,0,,,,1,,,,,,,1
2005,46,新栄町,4471237,0,,,,1,,,,,,,1
2006,46,新栄町,4447937,0,,,,1,,,,,,,1
2007,46,新栄町,4484272,0,,,,1,,,,,,,1
2008,46,新栄町,4461487,0,,,,1,,,,,,,1
2009,46,新栄町,4482760,0,,,,1,,,,,,,1
2010,46,新栄町,4499859,0,,,,1,,,,,,,1
2011,46,新栄町,4614773,0,,,,1,,,,,,,1
2012,46,新栄町,4780662,0,,,,1,,,,,,,1
2013,46,新栄町,4929171,0,,,,1,,,,,,,1
2014,46,新栄町,4898763,0,,,,1,,,,,,,1
2015,46,新栄町,5081327,0,,,,1,,,,,,,1
1991,47,千種,11237158,0,,,,1,,,,,,,1
1992,47,千種,10749752,0,,,,1,,,,,,,1
1993,47,千種,10420345,0,,,,1,,,,,,,1
1994,47,千種,10244731,0,,,,1,,,,,,,1
1995,47,千種,10519367,0,,,,1,,,,,,,1
1996,47,千種,10313578,0,,,,1,,,,,,,1
1997,47,千種,10115390,0,,,,1,,,,,,,1
1998,47,千種,9871497,0,,,,1,,,,,,,1
1999,47,千種,9584864,0,,,,1,,,,,,,1
2000,47,千種,9623788,0,,,,1,,,,,,,1
2001,47,千種,10535616,0,,,,1,,,,,,,1
2002,47,千種,10811821,0,,,,1,,,,,,,1
2003,47,千種,9898605,0,,,,1,,,,,,,1
2004,47,千種,9167584,0,,,,1,,,,,,,1
2005,47,千種,9548451,0,,,,1,,,,,,,1
2006,47,千種,9536965,0,,,,1,,,,,,,1
2007,47,千種,9533399,0,,,,1,,,,,,,1
2008,47,千種,9534623,0,,,,1,,,,,,,1
2009,47,千種,9170287,0,,,,1,,,,,,,1
2010,47,千種,9265373,0,,,,1,,,,,,,1
2011,47,千種,9116809,0,,,,1,,,,,,,1
2012,47,千種,9250394,0,,,,1,,,,,,,1
2013,47,千種,9410905,0,,,,1,,,,,,,1
2014,47,千種,9323984,0,,,,1,,,,,,,1
2015,47,千種,9554345,0,,,,1,,,,,,,1
1991,48,今池,5675315,0,,,,1,,,,,,,1
1992,48,今池,5440709,0,,,,1,,,,,,,1
1993,48,今池,5316896,0,,,,1,,,,,,,1
1994,48,今池,4808553,0,,,,1,,,,,,,1
1995,48,今池,4663829,0,,,,1,,,,,,,1
1996,48,今池,4538214,0,,,,1,,,,,,,1
1997,48,今池,4264863,0,,,,1,,,,,,,1
1998,48,今池,4339758,0,,,,1,,,,,,,1
1999,48,今池,4165648,0,,,,1,,,,,,,1
2000,48,今池,4065215,0,,,,1,,,,,,,1
2001,48,今池,4418134,0,,,,1,,,,,,,1
2002,48,今池,4369891,0,,,,1,,,,,,,1
2003,48,今池,4820630,0,,,,1,,,,,,,1
2004,48,今池,4609987,0,,,,1,,,,,,,1
2005,48,今池,4697693,0,,,,1,,,,,,,1
2006,48,今池,4621131,0,,,,1,,,,,,,1
2007,48,今池,4564857,0,,,,1,,,,,,,1
2008,48,今池,4656235,0,,,,1,,,,,,,1
2009,48,今池,4707111,0,,,,1,,,,,,,1
2010,48,今池,4502838,0,,,,1,,,,,,,1
2011,48,今池,4417125,0,,,,1,,,,,,,1
2012,48,今池,4433897,0,,,,1,,,,,,,1
2013,48,今池,4618616,0,,,,1,,,,,,,1
2014,48,今池,4819547,0,,,,1,,,,,,,1
2015,48,今池,4870708,0,,,,1,,,,,,,1
1991,49,池下,5710913,1,,,,1,,,,,,,1
1992,49,池下,4822922,1,,,,1,,,,,,,1
1993,49,池下,5045188,1,,,,1,,,,,,,1
1994,49,池下,4773011,1,,,,1,,,,,,,1
1995,49,池下,5052087,1,,,,1,,,,,,,1
1996,49,池下,4954883,1,,,,1,,,,,,,1
1997,49,池下,5045939,1,,,,1,,,,,,,1
1998,49,池下,4608185,1,,,,1,,,,,,,1
1999,49,池下,4774516,1,,,,1,,,,,,,1
2000,49,池下,4610691,1,,,,1,,,,,,,1
2001,49,池下,4885392,1,,,,1,,,,,,,1
2002,49,池下,4774595,1,,,,1,,,,,,,1
2003,49,池下,4863647,1,,,,1,,,,,,,1
2004,49,池下,4962463,1,,,,1,,,,,,,1
2005,49,池下,5035902,1,,,,1,,,,,,,1
2006,49,池下,5119843,1,,,,1,,,,,,,1
2007,49,池下,5177248,1,,,,1,,,,,,,1
2008,49,池下,4978449,1,,,,1,,,,,,,1
2009,49,池下,4735418,1,,,,1,,,,,,,1
2010,49,池下,4624074,1,,,,1,,,,,,,1
2011,49,池下,4622021,1,,,,1,,,,,,,1
2012,49,池下,4747920,1,,,,1,,,,,,,1
2013,49,池下,4969487,1,,,,1,,,,,,,1
2014,49,池下,5029942,1,,,,1,,,,,,,1
2015,49,池下,5181510,1,,,,1,,,,,,,1
1991,50,覚王山,3126280,0,,,,1,,,,,,,1
1992,50,覚王山,3026163,0,,,,1,,,,,,,1
1993,50,覚王山,3000513,0,,,,1,,,,,,,1
1994,50,覚王山,3052500,0,,,,1,,,,,,,1
1995,50,覚王山,2913347,0,,,,1,,,,,,,1
1996,50,覚王山,2847800,0,,,,1,,,,,,,1
1997,50,覚王山,2745314,0,,,,1,,,,,,,1
1998,50,覚王山,2557881,0,,,,1,,,,,,,1
1999,50,覚王山,2511915,0,,,,1,,,,,,,1
2000,50,覚王山,2454121,0,,,,1,,,,,,,1
2001,50,覚王山,2690774,0,,,,1,,,,,,,1
2002,50,覚王山,2719215,0,,,,1,,,,,,,1
2003,50,覚王山,3083738,0,,,,1,,,,,,,1
2004,50,覚王山,3023137,0,,,,1,,,,,,,1
2005,50,覚王山,3156699,0,,,,1,,,,,,,1
2006,50,覚王山,3245786,0,,,,1,,,,,,,1
2007,50,覚王山,3246998,0,,,,1,,,,,,,1
2008,50,覚王山,3228711,0,,,,1,,,,,,,1
2009,50,覚王山,3226045,0,,,,1,,,,,,,1
2010,50,覚王山,3306836,0,,,,1,,,,,,,1
2011,50,覚王山,3278920,0,,,,1,,,,,,,1
2012,50,覚王山,3343414,0,,,,1,,,,,,,1
2013,50,覚王山,3439442,0,,,,1,,,,,,,1
2014,50,覚王山,3482816,0,,,,1,,,,,,,1
2015,50,覚王山,3574111,0,,,,1,,,,,,,1
1991,51,本山,6499254,0,,,,1,,,,,,,1
1992,51,本山,6314638,0,,,,1,,,,,,,1
1993,51,本山,6368068,0,,,,1,,,,,,,1
1994,51,本山,6284739,0,,,,1,,,,,,,1
1995,51,本山,6445918,0,,,,1,,,,,,,1
1996,51,本山,6216664,0,,,,1,,,,,,,1
1997,51,本山,5928258,0,,,,1,,,,,,,1
1998,51,本山,5969994,0,,,,1,,,,,,,1
1999,51,本山,5822965,0,,,,1,,,,,,,1
2000,51,本山,5610483,0,,,,1,,,,,,,1
2001,51,本山,6503293,0,,,,1,,,,,,,1
2002,51,本山,6507616,0,,,,1,,,,,,,1
2003,51,本山,6109141,0,,,,1,,,,,,,1
2004,51,本山,3896732,0,,,,1,,,,,,,1
2005,51,本山,3891022,0,,,,1,,,,,,,1
2006,51,本山,3931430,0,,,,1,,,,,,,1
2007,51,本山,3955637,0,,,,1,,,,,,,1
2008,51,本山,3998740,0,,,,1,,,,,,,1
2009,51,本山,3929616,0,,,,1,,,,,,,1
2010,51,本山,3911651,0,,,,1,,,,,,,1
2011,51,本山,3906092,0,,,,1,,,,,,,1
2012,51,本山,4008974,0,,,,1,,,,,,,1
2013,51,本山,4159333,0,,,,1,,,,,,,1
2014,51,本山,4146388,0,,,,1,,,,,,,1
2015,51,本山,4213998,0,,,,1,,,,,,,1
1991,52,東山公園,2363082,0,,,,1,,,,,,,1
1992,52,東山公園,2177812,0,,,,1,,,,,,,1
1993,52,東山公園,2267324,0,,,,1,,,,,,,1
1994,52,東山公園,2229679,0,,,,1,,,,,,,1
1995,52,東山公園,2132558,0,,,,1,,,,,,,1
1996,52,東山公園,2089106,0,,,,1,,,,,,,1
1997,52,東山公園,2048402,0,,,,1,,,,,,,1
1998,52,東山公園,2117893,0,,,,1,,,,,,,1
1999,52,東山公園,2248461,0,,,,1,,,,,,,1
2000,52,東山公園,2080317,0,,,,1,,,,,,,1
2001,52,東山公園,2283412,0,,,,1,,,,,,,1
2002,52,東山公園,2418271,0,,,,1,,,,,,,1
2003,52,東山公園,2480648,0,,,,1,,,,,,,1
2004,52,東山公園,2411133,0,,,,1,,,,,,,1
2005,52,東山公園,2423503,0,,,,1,,,,,,,1
2006,52,東山公園,2433902,0,,,,1,,,,,,,1
2007,52,東山公園,2549507,0,,,,1,,,,,,,1
2008,52,東山公園,2619556,0,,,,1,,,,,,,1
2009,52,東山公園,2607519,0,,,,1,,,,,,,1
2010,52,東山公園,2529425,0,,,,1,,,,,,,1
2011,52,東山公園,2587349,0,,,,1,,,,,,,1
2012,52,東山公園,2669273,0,,,,1,,,,,,,1
2013,52,東山公園,2791668,0,,,,1,,,,,,,1
2014,52,東山公園,2818805,0,,,,1,,,,,,,1
2015,52,東山公園,2970393,0,,,,1,,,,,,,1
1991,53,星ケ丘,8644678,0,,,,1,,,,,,,1
1992,53,星ケ丘,8358669,0,,,,1,,,,,,,1
1993,53,星ケ丘,9095457,0,,,,1,,,,,,,1
1994,53,星ケ丘,8460087,0,,,,1,,,,,,,1
1995,53,星ケ丘,8647648,0,,,,1,,,,,,,1
1996,53,星ケ丘,8531472,0,,,,1,,,,,,,1
1997,53,星ケ丘,8202596,0,,,,1,,,,,,,1
1998,53,星ケ丘,7964335,0,,,,1,,,,,,,1
1999,53,星ケ丘,7839108,0,,,,1,,,,,,,1
2000,53,星ケ丘,7581229,0,,,,1,,,,,,,1
2001,53,星ケ丘,7606078,0,,,,1,,,,,,,1
2002,53,星ケ丘,8397622,0,,,,1,,,,,,,1
2003,53,星ケ丘,8992847,0,,,,1,,,,,,,1
2004,53,星ケ丘,8411304,0,,,,1,,,,,,,1
2005,53,星ケ丘,8737600,0,,,,1,,,,,,,1
2006,53,星ケ丘,8932315,0,,,,1,,,,,,,1
2007,53,星ケ丘,9073756,0,,,,1,,,,,,,1
2008,53,星ケ丘,9080168,0,,,,1,,,,,,,1
2009,53,星ケ丘,8950960,0,,,,1,,,,,,,1
2010,53,星ケ丘,9364697,0,,,,1,,,,,,,1
2011,53,星ケ丘,8867104,0,,,,1,,,,,,,1
2012,53,星ケ丘,9096004,0,,,,1,,,,,,,1
2013,53,星ケ丘,9353031,0,,,,1,,,,,,,1
2014,53,星ケ丘,9355896,0,,,,1,,,,,,,1
2015,53,星ケ丘,9623423,0,,,,1,,,,,,,1
1991,54,一社,5827340,0,,,,1,,,,,,,1
1992,54,一社,5546586,0,,,,1,,,,,,,1
1993,54,一社,5404069,0,,,,1,,,,,,,1
1994,54,一社,5443745,0,,,,1,,,,,,,1
1995,54,一社,5316369,0,,,,1,,,,,,,1
1996,54,一社,5447876,0,,,,1,,,,,,,1
1997,54,一社,5067021,0,,,,1,,,,,,,1
1998,54,一社,4879855,0,,,,1,,,,,,,1
1999,54,一社,4867172,0,,,,1,,,,,,,1
2000,54,一社,4864351,0,,,,1,,,,,,,1
2001,54,一社,5262222,0,,,,1,,,,,,,1
2002,54,一社,5482754,0,,,,1,,,,,,,1
2003,54,一社,5516839,0,,,,1,,,,,,,1
2004,54,一社,5047082,0,,,,1,,,,,,,1
2005,54,一社,5242186,0,,,,1,,,,,,,1
2006,54,一社,5202208,0,,,,1,,,,,,,1
2007,54,一社,5098064,0,,,,1,,,,,,,1
2008,54,一社,5125305,0,,,,1,,,,,,,1
2009,54,一社,5028236,0,,,,1,,,,,,,1
2010,54,一社,5056352,0,,,,1,,,,,,,1
2011,54,一社,4928354,0,,,,1,,,,,,,1
2012,54,一社,5031091,0,,,,1,,,,,,,1
2013,54,一社,5130112,0,,,,1,,,,,,,1
2014,54,一社,5178372,0,,,,1,,,,,,,1
2015,54,一社,5301790,0,,,,1,,,,,,,1
1991,55,上社,4085589,0,,,,1,,,,,,,1
1992,55,上社,3734712,0,,,,1,,,,,,,1
1993,55,上社,3816623,0,,,,1,,,,,,,1
1994,55,上社,3594040,0,,,,1,,,,,,,1
1995,55,上社,3574316,0,,,,1,,,,,,,1
1996,55,上社,3479826,0,,,,1,,,,,,,1
1997,55,上社,3559216,0,,,,1,,,,,,,1
1998,55,上社,3524753,0,,,,1,,,,,,,1
1999,55,上社,3645347,0,,,,1,,,,,,,1
2000,55,上社,3547921,0,,,,1,,,,,,,1
2001,55,上社,3783990,0,,,,1,,,,,,,1
2002,55,上社,3821247,0,,,,1,,,,,,,1
2003,55,上社,3889757,0,,,,1,,,,,,,1
2004,55,上社,3624943,0,,,,1,,,,,,,1
2005,55,上社,3822765,0,,,,1,,,,,,,1
2006,55,上社,3850727,0,,,,1,,,,,,,1
2007,55,上社,3955927,0,,,,1,,,,,,,1
2008,55,上社,4026784,0,,,,1,,,,,,,1
2009,55,上社,4014606,0,,,,1,,,,,,,1
2010,55,上社,4166906,0,,,,1,,,,,,,1
2011,55,上社,3999284,0,,,,1,,,,,,,1
2012,55,上社,4057399,0,,,,1,,,,,,,1
2013,55,上社,4149191,0,,,,1,,,,,,,1
2014,55,上社,4160060,0,,,,1,,,,,,,1
2015,55,上社,4309441,0,,,,1,,,,,,,1
1991,56,本郷,3833594,1,,,,1,,,,,,,1
1992,56,本郷,3766914,1,,,,1,,,,,,,1
1993,56,本郷,3831769,1,,,,1,,,,,,,1
1994,56,本郷,3672695,1,,,,1,,,,,,,1
1995,56,本郷,3906924,1,,,,1,,,,,,,1
1996,56,本郷,3927174,1,,,,1,,,,,,,1
1997,56,本郷,3987800,1,,,,1,,,,,,,1
1998,56,本郷,3783174,1,,,,1,,,,,,,1
1999,56,本郷,3766837,1,,,,1,,,,,,,1
2000,56,本郷,3889888,1,,,,1,,,,,,,1
2001,56,本郷,4285870,1,,,,1,,,,,,,1
2002,56,本郷,4512661,1,,,,1,,,,,,,1
2003,56,本郷,4484369,1,,,,1,,,,,,,1
2004,56,本郷,3902985,1,,,,1,,,,,,,1
2005,56,本郷,4066587,1,,,,1,,,,,,,1
2006,56,本郷,4091090,1,,,,1,,,,,,,1
